IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
150.230.101.125,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,140,7.66
151.145.65.8,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,76,7.64
152.70.106.13,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,134,7.64
141.148.232.127,443,443,TRUE,FRA,Europe,Frankfurt,217,7.64
150.230.196.73,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,194,7.63
129.159.199.146,443,443,TRUE,FRA,Europe,Frankfurt,176,7.63
131.186.63.127,80,80,FALSE,HKG,Asia Pacific,Hong Kong,153,7.62
158.101.140.255,80,80,FALSE,HKG,Asia Pacific,Hong Kong,147,7.61
150.230.202.132,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,143,7.61
130.162.211.207,8443,443,TRUE,FRA,Europe,Frankfurt,181,7.6
158.101.143.49,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,121,7.59
150.230.214.218,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,144,7.59
131.186.43.207,80,80,FALSE,SIN,Asia Pacific,Singapore,148,7.59
150.230.105.228,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,136,7.59
158.101.137.74,8080,8080,FALSE,SIN,Asia Pacific,Singapore,152,7.59
141.147.181.148,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,77,7.59
84.235.166.104,443,443,TRUE,FRA,Europe,Frankfurt,174,7.58
151.145.68.166,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,143,7.58
158.101.137.74,80,80,FALSE,HKG,Asia Pacific,Hong Kong,141,7.56
155.248.160.83,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,152,7.56
168.138.200.155,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,142,7.56
151.145.74.56,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,166,7.55
131.186.35.189,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,140,7.55
168.138.200.155,2083,0,TRUE,HKG,Asia Pacific,Hong Kong,310,7.55
158.101.147.4,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,76,7.55
131.186.63.127,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,76,7.55
141.147.163.68,443,443,TRUE,NRT,Asia Pacific,Tokyo,90,7.54
158.180.14.69,443,443,TRUE,FRA,Europe,Frankfurt,170,7.54
158.101.146.165,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,78,7.54
158.101.146.203,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,75,7.53
150.230.109.138,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,145,7.52
141.147.169.195,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,77,7.52
132.145.67.253,443,443,TRUE,FRA,Europe,Frankfurt,184,7.52
132.145.115.17,80,80,FALSE,NRT,Asia Pacific,Tokyo,78,7.51
131.186.44.38,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,187,7.51
150.230.107.94,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,87,7.5
155.248.160.83,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,149,7.5
150.230.199.118,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,87,7.5
150.230.107.197,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,142,7.49
132.145.120.103,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,139,7.48
158.101.148.221,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,183,7.48
132.145.121.242,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,148,7.47
132.145.112.247,80,80,FALSE,HKG,Asia Pacific,Hong Kong,143,7.47
158.101.145.246,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,192,7.46
150.230.97.239,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,153,7.46
158.101.216.118,443,443,TRUE,FRA,Europe,Frankfurt,195,7.46
131.186.41.255,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,143,7.45
131.186.63.127,2082,2082,FALSE,SIN,Asia Pacific,Singapore,164,7.45
141.147.175.230,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,154,7.44
158.101.148.221,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,189,7.44
131.186.46.75,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,149,7.43
141.147.175.230,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,143,7.43
158.101.145.246,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,187,7.43
158.101.152.221,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,199,7.43
150.230.104.197,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,142,7.43
132.145.113.148,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,155,7.42
141.144.204.27,8443,443,TRUE,AMS,Europe,Amsterdam,191,7.42
151.145.66.219,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,81,7.41
158.101.139.42,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,191,7.4
158.101.142.103,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,194,7.4
131.186.36.248,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,196,7.4
141.147.168.159,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,146,7.39
158.101.137.74,2087,2087,TRUE,SIN,Asia Pacific,Singapore,159,7.39
158.101.137.74,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,143,7.39
168.138.205.38,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,145,7.39
151.145.69.105,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,129,7.39
158.101.154.70,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,192,7.39
158.101.136.239,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,137,7.38
141.147.164.123,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,106,7.38
132.145.120.115,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,136,7.37
141.147.162.204,2053,2053,TRUE,SIN,Asia Pacific,Singapore,213,7.36
151.145.74.56,80,80,FALSE,HKG,Asia Pacific,Hong Kong,194,7.34
141.147.183.96,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,167,7.34
131.186.43.207,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,142,7.33
131.186.36.248,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,139,7.33
132.145.120.115,80,80,FALSE,HKG,Asia Pacific,Hong Kong,165,7.33
168.138.202.145,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,130,7.33
150.230.109.138,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,140,7.32
151.145.69.105,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,133,7.32
152.70.106.195,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,141,7.31
151.145.74.56,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,168,7.3
168.138.213.210,2096,0,TRUE,HKG,Asia Pacific,Hong Kong,216,7.29
141.147.168.13,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,144,7.28
150.230.219.168,8880,8880,FALSE,SIN,Asia Pacific,Singapore,164,7.28
150.230.106.21,80,80,FALSE,HKG,Asia Pacific,Hong Kong,199,7.27
141.144.198.161,443,443,TRUE,FRA,Europe,Frankfurt,194,7.26
141.147.183.96,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,85,7.25
150.230.107.197,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,140,7.25
141.147.179.64,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,88,7.25
168.138.207.64,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,138,7.25
158.101.149.81,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,207,7.24
132.145.112.247,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,146,7.24
131.186.43.107,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,189,7.24
155.248.160.83,8080,8080,FALSE,SIN,Asia Pacific,Singapore,152,7.24
158.101.136.239,2082,2082,FALSE,SIN,Asia Pacific,Singapore,144,7.23
158.101.149.122,80,80,FALSE,HKG,Asia Pacific,Hong Kong,141,7.23
152.70.98.174,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,156,7.23
150.230.106.21,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,142,7.23
158.101.131.218,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,140,7.23
150.230.208.113,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,138,7.23
150.230.20.148,443,443,TRUE,FRA,Europe,Frankfurt,211,7.23
141.147.174.190,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,167,7.23
131.186.59.94,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,224,7.22
168.138.206.109,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,73,7.22
150.230.97.239,8880,8880,FALSE,SIN,Asia Pacific,Singapore,217,7.21
150.230.101.13,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,162,7.21
131.186.34.244,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,142,7.21
131.186.40.31,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,135,7.19
168.138.205.195,80,80,FALSE,NRT,Asia Pacific,Tokyo,82,7.19
131.186.37.191,8880,8880,FALSE,LAX,North America,Los Angeles,249,7.19
131.186.34.11,80,80,FALSE,HKG,Asia Pacific,Hong Kong,149,7.17
131.186.63.35,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,156,7.17
132.145.121.242,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,178,7.17
132.145.120.182,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,142,7.16
158.101.159.212,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,150,7.16
168.138.200.159,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,142,7.15
158.101.159.212,80,80,FALSE,HKG,Asia Pacific,Hong Kong,192,7.15
131.186.45.88,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,85,7.14
84.235.170.223,443,443,TRUE,FRA,Europe,Frankfurt,188,7.14
141.147.167.44,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,138,7.14
150.230.99.173,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,158,7.14
150.230.193.89,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,257,7.13
131.186.38.135,80,80,FALSE,HKG,Asia Pacific,Hong Kong,151,7.13
131.186.62.26,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,139,7.13
151.145.68.104,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,142,7.13
152.70.98.174,2083,2083,TRUE,LAX,North America,Los Angeles,250,7.12
150.230.219.168,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,193,7.12
132.145.120.103,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,144,7.12
131.186.41.255,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,142,7.1
151.145.69.174,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,148,7.1
131.186.61.45,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,143,7.1
152.70.103.145,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,141,7.1
158.101.140.255,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,199,7.09
141.147.183.96,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,143,7.09
158.101.147.4,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,78,7.09
158.101.136.239,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,190,7.09
150.230.199.118,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,162,7.08
151.145.71.40,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,82,7.08
131.186.63.35,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,142,7.08
140.83.53.190,443,443,TRUE,KIX,Asia Pacific,Osaka,84,7.07
152.70.107.26,8443,8443,TRUE,LAX,North America,Los Angeles,233,7.07
131.186.36.248,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,157,7.06
132.145.114.14,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,151,7.05
141.147.178.202,80,80,FALSE,HKG,Asia Pacific,Hong Kong,144,7.05
150.230.217.63,80,80,FALSE,HKG,Asia Pacific,Hong Kong,140,7.04
150.230.208.113,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,144,7.04
150.230.101.13,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,149,7.03
158.101.146.160,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,152,7.03
151.145.69.105,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,161,7.03
152.70.106.185,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,167,7.03
131.186.63.184,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,225,7.02
158.101.144.34,2082,2082,FALSE,SIN,Asia Pacific,Singapore,153,7.02
152.70.104.69,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,165,7.01
129.146.131.3,80,80,FALSE,LAX,North America,Los Angeles,190,7.01
158.101.158.251,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,201,7
168.138.198.202,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,84,7
150.230.212.87,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,198,7
168.138.217.146,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,182,6.99
158.101.142.103,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,144,6.99
150.230.208.113,2086,2086,FALSE,LAX,North America,Los Angeles,187,6.99
158.101.150.74,2083,2083,TRUE,SIN,Asia Pacific,Singapore,157,6.98
158.101.137.74,2083,2083,TRUE,SIN,Asia Pacific,Singapore,178,6.98
132.145.121.247,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,161,6.97
141.147.168.13,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,140,6.96
141.147.174.190,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,143,6.96
141.147.179.64,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,80,6.96
150.230.202.132,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,203,6.95
131.186.45.88,80,80,FALSE,HKG,Asia Pacific,Hong Kong,143,6.95
158.101.140.255,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,224,6.95
158.101.150.74,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,199,6.95
132.145.114.4,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,77,6.94
150.230.208.113,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,192,6.94
158.101.140.154,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,141,6.94
158.101.133.129,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,94,6.94
141.147.174.190,80,80,FALSE,HKG,Asia Pacific,Hong Kong,196,6.93
150.230.109.252,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,90,6.93
141.144.233.137,443,443,TRUE,FRA,Europe,Frankfurt,202,6.93
158.101.155.246,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,226,6.93
141.147.99.76,443,443,TRUE,FRA,Europe,Frankfurt,189,6.92
168.138.207.64,80,80,FALSE,HKG,Asia Pacific,Hong Kong,196,6.91
193.122.197.111,443,443,TRUE,IAD,North America,Ashburn,244,6.9
131.186.43.207,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,143,6.9
132.145.112.247,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,166,6.9
158.101.145.246,8443,8443,TRUE,SIN,Asia Pacific,Singapore,216,6.89
131.186.59.94,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,146,6.89
132.145.113.148,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,148,6.88
158.101.142.103,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,185,6.88
131.186.43.107,2053,2053,TRUE,SIN,Asia Pacific,Singapore,175,6.86
168.138.198.202,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,129,6.86
132.145.114.250,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,83,6.86
150.230.201.162,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,132,6.86
131.186.63.184,8443,8443,TRUE,SIN,Asia Pacific,Singapore,161,6.86
131.186.62.26,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,141,6.86
132.145.121.247,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,81,6.86
141.147.174.190,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,189,6.85
168.138.197.222,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,142,6.85
158.101.147.4,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,152,6.84
141.147.168.13,80,80,FALSE,NRT,Asia Pacific,Tokyo,79,6.84
158.101.146.160,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,194,6.84
131.186.41.82,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,85,6.84
150.230.97.239,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,152,6.84
132.145.112.168,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,147,6.84
132.145.121.242,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,216,6.83
131.186.60.162,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,142,6.83
132.145.120.103,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,194,6.83
158.101.146.160,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,253,6.83
141.147.118.248,443,443,TRUE,FRA,Europe,Frankfurt,173,6.83
131.186.63.35,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,195,6.83
150.230.199.118,2082,2082,FALSE,SIN,Asia Pacific,Singapore,152,6.83
141.147.100.182,443,443,TRUE,FRA,Europe,Frankfurt,193,6.82
141.147.160.86,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,197,6.81
131.186.63.35,2086,2086,FALSE,SIN,Asia Pacific,Singapore,161,6.81
150.230.105.53,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,172,6.81
141.147.181.148,2086,2086,FALSE,SIN,Asia Pacific,Singapore,168,6.8
158.178.155.153,443,443,TRUE,FRA,Europe,Frankfurt,209,6.8
150.230.97.239,80,80,FALSE,HKG,Asia Pacific,Hong Kong,197,6.8
131.186.45.88,8443,8443,TRUE,LAX,North America,Los Angeles,222,6.8
168.138.192.185,2096,0,TRUE,HKG,Asia Pacific,Hong Kong,256,6.8
132.145.115.17,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,93,6.79
150.230.193.89,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,143,6.79
158.101.137.74,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,144,6.79
158.101.146.165,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,141,6.79
132.145.120.103,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,186,6.79
150.230.204.117,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,148,6.78
158.101.152.221,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,137,6.78
141.147.178.135,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,152,6.77
151.145.68.166,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,151,6.77
132.145.121.247,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,148,6.77
141.147.166.189,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,146,6.77
150.230.213.95,2052,2052,FALSE,LAX,North America,Los Angeles,181,6.77
132.145.117.216,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,153,6.76
132.145.112.168,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,194,6.76
150.230.108.135,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,156,6.75
131.186.63.127,2083,2083,TRUE,SIN,Asia Pacific,Singapore,211,6.75
150.230.208.113,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,140,6.74
131.186.47.223,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,145,6.74
158.101.155.158,8080,8080,FALSE,SIN,Asia Pacific,Singapore,162,6.74
150.230.200.210,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,80,6.73
141.148.235.53,443,443,TRUE,FRA,Europe,Frankfurt,194,6.73
141.147.168.13,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,230,6.72
168.138.206.109,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,140,6.72
152.70.107.26,2052,2052,FALSE,SIN,Asia Pacific,Singapore,166,6.72
141.147.178.202,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,152,6.72
131.186.47.255,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,192,6.72
158.101.142.103,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,154,6.71
141.147.166.189,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,140,6.71
151.145.75.28,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,77,6.71
140.238.41.253,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,89,6.71
141.147.178.115,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,156,6.71
168.138.198.53,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,82,6.7
150.230.20.85,443,443,TRUE,FRA,Europe,Frankfurt,213,6.7
158.101.159.181,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,151,6.7
158.101.155.158,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,147,6.69
158.101.131.218,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,158,6.68
150.230.212.87,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,174,6.68
143.47.183.118,443,443,TRUE,FRA,Europe,Frankfurt,191,6.68
168.138.197.222,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,140,6.67
152.70.106.195,2053,2053,TRUE,LAX,North America,Los Angeles,238,6.67
150.230.99.173,8880,8880,FALSE,SIN,Asia Pacific,Singapore,148,6.67
132.145.120.182,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,189,6.66
150.230.216.117,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,84,6.64
158.101.158.251,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,160,6.64
158.101.154.70,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,193,6.64
131.186.43.107,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,156,6.64
141.147.181.148,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,142,6.63
150.230.216.34,2053,2053,TRUE,SIN,Asia Pacific,Singapore,151,6.62
151.145.69.174,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,143,6.62
150.230.199.118,80,80,FALSE,HKG,Asia Pacific,Hong Kong,145,6.62
132.145.120.197,2053,2053,TRUE,SIN,Asia Pacific,Singapore,165,6.61
131.186.40.31,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,164,6.61
131.186.47.255,8080,8080,FALSE,SIN,Asia Pacific,Singapore,151,6.6
150.230.199.118,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,144,6.6
158.101.155.158,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,207,6.6
158.101.150.74,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,181,6.59
141.147.178.135,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,135,6.59
158.101.140.154,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,141,6.57
131.186.38.135,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,148,6.57
150.230.201.162,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,145,6.57
141.147.182.76,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,144,6.57
151.145.65.203,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,142,6.56
141.144.196.185,443,443,TRUE,FRA,Europe,Frankfurt,175,6.56
168.138.212.175,2096,0,TRUE,HKG,Asia Pacific,Hong Kong,203,6.56
141.147.178.115,80,80,FALSE,HKG,Asia Pacific,Hong Kong,143,6.56
150.230.109.252,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,128,6.56
168.138.198.53,80,80,FALSE,NRT,Asia Pacific,Tokyo,80,6.56
131.186.63.35,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,183,6.55
131.186.63.184,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,142,6.55
158.101.158.238,80,80,FALSE,HKG,Asia Pacific,Hong Kong,141,6.54
141.147.174.7,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,194,6.54
150.230.106.21,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,151,6.54
131.186.38.135,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,150,6.53
150.230.105.53,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,192,6.53
168.138.205.38,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,142,6.53
150.230.101.125,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,140,6.52
158.101.137.74,2082,2082,FALSE,SIN,Asia Pacific,Singapore,165,6.52
158.101.144.189,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,126,6.51
141.147.178.135,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,136,6.51
132.145.113.148,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,196,6.5
131.186.59.232,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,142,6.5
132.145.120.197,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,81,6.5
141.147.178.115,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,199,6.5
141.147.166.189,80,80,FALSE,HKG,Asia Pacific,Hong Kong,142,6.5
150.230.192.173,2086,2086,FALSE,SIN,Asia Pacific,Singapore,171,6.49
158.101.140.154,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,145,6.49
140.238.36.248,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,82,6.48
152.70.99.187,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,188,6.47
150.230.214.218,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,142,6.47
151.145.65.203,8880,8880,FALSE,LAX,North America,Los Angeles,188,6.47
168.138.207.64,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,158,6.47
150.230.104.197,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,161,6.47
158.101.146.165,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,80,6.46
150.230.108.135,8880,8880,FALSE,SIN,Asia Pacific,Singapore,160,6.46
131.186.63.184,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,146,6.46
150.230.212.213,80,80,FALSE,HKG,Asia Pacific,Hong Kong,151,6.45
158.101.159.212,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,140,6.45
141.147.160.221,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,142,6.44
131.186.61.45,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,155,6.44
168.138.197.222,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,81,6.44
141.147.100.119,443,443,TRUE,FRA,Europe,Frankfurt,175,6.43
151.145.68.104,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,136,6.43
139.185.41.233,443,443,TRUE,CDG,Europe,Paris,158,6.42
131.186.38.135,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,206,6.42
141.147.168.159,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,201,6.42
131.186.59.232,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,142,6.42
141.147.168.159,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,143,6.41
