IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.222.159.252,2082,2082,FALSE,SIN,Asia Pacific,Singapore,11,9.5
8.219.178.101,2052,2052,FALSE,SIN,Asia Pacific,Singapore,9,9.5
8.219.253.18,8880,8880,FALSE,SIN,Asia Pacific,Singapore,12,9.49
8.219.86.200,2087,2087,TRUE,SIN,Asia Pacific,Singapore,78,9.49
8.222.212.116,80,80,FALSE,SIN,Asia Pacific,Singapore,9,9.49
47.74.5.233,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,139,9.49
8.219.3.53,2083,2083,TRUE,SIN,Asia Pacific,Singapore,59,9.48
47.74.6.16,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,162,9.48
8.219.83.201,8080,8080,FALSE,SIN,Asia Pacific,Singapore,2,9.47
47.74.22.171,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,311,9.47
47.74.52.188,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,170,9.47
8.222.224.163,2095,2095,FALSE,SIN,Asia Pacific,Singapore,4,9.47
47.74.3.2,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,189,9.47
47.91.10.241,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,162,9.47
47.245.56.121,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,191,9.47
47.74.5.150,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,196,9.47
8.219.84.102,2053,2053,TRUE,SIN,Asia Pacific,Singapore,119,9.47
8.219.235.164,2083,2083,TRUE,SIN,Asia Pacific,Singapore,90,9.46
8.219.213.133,2052,2052,FALSE,SIN,Asia Pacific,Singapore,16,9.46
8.219.199.220,2086,2086,FALSE,SIN,Asia Pacific,Singapore,12,9.46
47.236.4.129,2096,2096,TRUE,SIN,Asia Pacific,Singapore,50,9.46
8.219.115.215,2053,2053,TRUE,SIN,Asia Pacific,Singapore,100,9.45
47.74.52.188,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,228,9.45
47.236.170.54,8080,8080,FALSE,SIN,Asia Pacific,Singapore,88,9.45
8.222.188.56,8080,8080,FALSE,SIN,Asia Pacific,Singapore,7,9.45
8.219.84.102,2083,2083,TRUE,SIN,Asia Pacific,Singapore,95,9.44
8.219.200.145,8880,8880,FALSE,SIN,Asia Pacific,Singapore,65,9.44
47.236.123.133,2096,2096,TRUE,SIN,Asia Pacific,Singapore,147,9.44
8.219.72.51,2087,2087,TRUE,SIN,Asia Pacific,Singapore,80,9.44
47.91.14.69,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,102,9.44
8.219.84.214,8080,8080,FALSE,SIN,Asia Pacific,Singapore,19,9.44
47.91.15.247,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,142,9.43
8.219.208.69,2083,2083,TRUE,SIN,Asia Pacific,Singapore,130,9.43
8.219.185.191,2086,2086,FALSE,SIN,Asia Pacific,Singapore,19,9.43
8.219.53.222,2095,2095,FALSE,SIN,Asia Pacific,Singapore,10,9.43
47.76.80.72,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,63,9.43
8.219.70.117,2053,2053,TRUE,SIN,Asia Pacific,Singapore,110,9.43
8.219.228.186,8880,8880,FALSE,SIN,Asia Pacific,Singapore,21,9.42
8.222.214.13,8880,8880,FALSE,SIN,Asia Pacific,Singapore,16,9.42
8.218.22.210,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,55,9.42
8.219.140.229,8443,8443,TRUE,SIN,Asia Pacific,Singapore,175,9.42
8.219.142.191,2082,2082,FALSE,SIN,Asia Pacific,Singapore,22,9.42
47.245.58.250,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,106,9.42
47.74.26.196,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,204,9.42
8.219.6.187,8080,8080,FALSE,SIN,Asia Pacific,Singapore,11,9.42
8.217.250.5,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,52,9.42
8.219.236.8,8880,8880,FALSE,SIN,Asia Pacific,Singapore,25,9.42
8.219.210.226,2083,2083,TRUE,SIN,Asia Pacific,Singapore,117,9.42
47.91.1.199,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,181,9.41
8.219.247.203,8443,8443,TRUE,SIN,Asia Pacific,Singapore,103,9.41
8.222.229.22,2052,2052,FALSE,SIN,Asia Pacific,Singapore,17,9.41
8.218.156.91,443,443,TRUE,HKG,Asia Pacific,Hong Kong,86,9.41
8.219.245.187,2053,2053,TRUE,SIN,Asia Pacific,Singapore,81,9.41
47.74.46.84,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,161,9.41
8.219.215.214,2083,2083,TRUE,SIN,Asia Pacific,Singapore,95,9.4
47.236.166.84,2053,2053,TRUE,SIN,Asia Pacific,Singapore,93,9.4
8.219.4.122,80,80,FALSE,SIN,Asia Pacific,Singapore,10,9.4
8.222.221.90,2096,2096,TRUE,SIN,Asia Pacific,Singapore,131,9.39
8.219.174.142,8443,8443,TRUE,SIN,Asia Pacific,Singapore,145,9.39
8.219.156.148,2082,2082,FALSE,SIN,Asia Pacific,Singapore,20,9.39
8.218.146.204,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,56,9.39
47.74.44.15,2052,2052,FALSE,SIN,Asia Pacific,Singapore,176,9.39
8.218.207.169,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,77,9.38
8.219.249.148,80,80,FALSE,SIN,Asia Pacific,Singapore,28,9.38
47.74.6.16,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,166,9.38
8.219.90.196,8080,8080,FALSE,SIN,Asia Pacific,Singapore,13,9.38
47.243.173.187,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,88,9.38
8.219.236.8,2083,2083,TRUE,SIN,Asia Pacific,Singapore,94,9.38
8.222.164.44,8880,8880,FALSE,SIN,Asia Pacific,Singapore,11,9.38
8.219.101.138,2087,2087,TRUE,SIN,Asia Pacific,Singapore,52,9.38
8.219.186.189,2082,2082,FALSE,SIN,Asia Pacific,Singapore,13,9.37
47.236.164.215,2082,2082,FALSE,SIN,Asia Pacific,Singapore,41,9.37
47.74.12.139,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,78,9.37
8.219.220.122,2096,2096,TRUE,SIN,Asia Pacific,Singapore,125,9.37
47.245.90.176,80,80,FALSE,SIN,Asia Pacific,Singapore,5,9.37
8.219.222.98,8080,8080,FALSE,SIN,Asia Pacific,Singapore,20,9.37
47.74.22.171,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,186,9.37
47.245.34.140,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,177,9.37
47.74.12.139,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,178,9.36
8.222.224.162,8443,8443,TRUE,SIN,Asia Pacific,Singapore,46,9.36
8.219.206.180,2053,2053,TRUE,SIN,Asia Pacific,Singapore,88,9.36
8.218.22.210,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,37,9.36
47.236.23.135,2096,2096,TRUE,SIN,Asia Pacific,Singapore,73,9.36
8.219.236.8,8880,8880,FALSE,SIN,Asia Pacific,Singapore,20,9.36
47.245.118.70,2096,2096,TRUE,SIN,Asia Pacific,Singapore,69,9.36
8.222.237.131,2096,2096,TRUE,SIN,Asia Pacific,Singapore,111,9.35
8.222.137.166,80,80,FALSE,SIN,Asia Pacific,Singapore,14,9.35
47.245.115.6,80,80,FALSE,SIN,Asia Pacific,Singapore,10,9.35
8.219.228.193,2053,2053,TRUE,SIN,Asia Pacific,Singapore,144,9.35
8.222.140.185,2083,2083,TRUE,SIN,Asia Pacific,Singapore,71,9.35
47.236.121.7,2082,2082,FALSE,SIN,Asia Pacific,Singapore,59,9.35
8.219.173.239,2087,2087,TRUE,SIN,Asia Pacific,Singapore,67,9.34
8.219.253.18,2095,2095,FALSE,SIN,Asia Pacific,Singapore,6,9.34
47.243.70.197,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,38,9.34
8.222.147.203,80,80,FALSE,SIN,Asia Pacific,Singapore,18,9.34
47.74.22.171,2083,2083,TRUE,LAX,North America,Los Angeles,179,9.34
8.219.237.250,2082,2082,FALSE,SIN,Asia Pacific,Singapore,10,9.34
8.219.170.223,8080,8080,FALSE,SIN,Asia Pacific,Singapore,12,9.34
8.219.230.254,2095,2095,FALSE,SIN,Asia Pacific,Singapore,20,9.34
8.219.121.24,8443,8443,TRUE,SIN,Asia Pacific,Singapore,102,9.34
47.91.19.249,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,173,9.33
8.219.199.220,2053,2053,TRUE,SIN,Asia Pacific,Singapore,121,9.33
47.91.14.47,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,79,9.33
8.222.209.223,2095,2095,FALSE,SIN,Asia Pacific,Singapore,26,9.32
8.218.105.223,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,46,9.31
47.74.34.162,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,162,9.3
47.245.37.98,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,188,9.3
8.219.121.87,2052,2052,FALSE,SIN,Asia Pacific,Singapore,10,9.3
8.219.6.157,2086,2086,FALSE,SIN,Asia Pacific,Singapore,13,9.3
8.219.151.193,8880,8880,FALSE,SIN,Asia Pacific,Singapore,5,9.29
8.222.137.166,8080,8080,FALSE,SIN,Asia Pacific,Singapore,6,9.29
8.222.236.229,2095,2095,FALSE,SIN,Asia Pacific,Singapore,18,9.29
8.222.221.90,443,443,TRUE,SIN,Asia Pacific,Singapore,104,9.29
8.217.250.222,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,50,9.29
8.219.1.92,8443,8443,TRUE,SIN,Asia Pacific,Singapore,51,9.29
8.219.84.102,2082,0,FALSE,SIN,Asia Pacific,Singapore,3,9.28
47.236.130.95,2083,2083,TRUE,SIN,Asia Pacific,Singapore,158,9.28
8.222.212.219,2086,2086,FALSE,SIN,Asia Pacific,Singapore,3,9.28
8.222.255.15,8880,8880,FALSE,SIN,Asia Pacific,Singapore,9,9.28
47.74.40.13,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,74,9.28
8.219.161.129,2083,2083,TRUE,SIN,Asia Pacific,Singapore,132,9.28
8.219.255.171,80,80,FALSE,SIN,Asia Pacific,Singapore,7,9.28
8.219.61.52,2096,2096,TRUE,SIN,Asia Pacific,Singapore,32,9.27
47.236.163.221,2082,2082,FALSE,SIN,Asia Pacific,Singapore,11,9.27
47.236.121.23,2095,2095,FALSE,SIN,Asia Pacific,Singapore,36,9.27
8.219.194.170,2083,2083,TRUE,SIN,Asia Pacific,Singapore,117,9.27
8.219.174.213,443,443,TRUE,SIN,Asia Pacific,Singapore,83,9.27
8.219.215.214,8080,8080,FALSE,SIN,Asia Pacific,Singapore,11,9.27
8.219.201.174,2087,2087,TRUE,SIN,Asia Pacific,Singapore,81,9.27
8.222.212.219,2087,2087,TRUE,SIN,Asia Pacific,Singapore,76,9.26
8.219.4.122,8080,8080,FALSE,SIN,Asia Pacific,Singapore,5,9.26
8.218.201.73,443,443,TRUE,HKG,Asia Pacific,Hong Kong,57,9.26
8.219.174.213,2095,2095,FALSE,SIN,Asia Pacific,Singapore,26,9.26
47.88.101.9,443,443,TRUE,SJC,North America,San Jose,184,9.26
47.74.13.200,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,215,9.25
8.219.206.180,443,443,TRUE,SIN,Asia Pacific,Singapore,115,9.25
8.219.197.111,80,80,FALSE,SIN,Asia Pacific,Singapore,125,9.25
47.74.27.151,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,195,9.25
8.219.213.133,2095,2095,FALSE,SIN,Asia Pacific,Singapore,11,9.25
8.219.220.122,8443,8443,TRUE,SIN,Asia Pacific,Singapore,49,9.25
8.222.222.64,2087,2087,TRUE,SIN,Asia Pacific,Singapore,165,9.25
8.222.214.231,2087,2087,TRUE,SIN,Asia Pacific,Singapore,67,9.25
47.245.54.58,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,196,9.24
47.74.13.200,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,196,9.24
47.236.169.164,8080,8080,FALSE,SIN,Asia Pacific,Singapore,32,9.24
47.242.155.183,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,69,9.24
47.236.167.231,2082,2082,FALSE,SIN,Asia Pacific,Singapore,13,9.24
8.219.228.157,2087,2087,TRUE,SIN,Asia Pacific,Singapore,120,9.23
47.236.150.13,8443,8443,TRUE,SIN,Asia Pacific,Singapore,121,9.23
8.219.78.222,2053,2053,TRUE,SIN,Asia Pacific,Singapore,91,9.23
47.74.13.94,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,76,9.23
47.91.15.247,80,80,FALSE,HKG,Asia Pacific,Hong Kong,156,9.23
47.74.26.196,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,182,9.22
8.222.221.197,2083,2083,TRUE,SIN,Asia Pacific,Singapore,37,9.22
47.91.3.87,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,75,9.22
8.219.112.75,2087,2087,TRUE,SIN,Asia Pacific,Singapore,90,9.22
8.218.8.142,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,76,9.22
8.222.210.182,8080,8080,FALSE,SIN,Asia Pacific,Singapore,10,9.22
47.91.18.207,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,144,9.22
8.219.173.233,8880,8880,FALSE,SIN,Asia Pacific,Singapore,24,9.22
47.236.150.109,8880,8880,FALSE,SIN,Asia Pacific,Singapore,30,9.21
8.222.193.208,2082,2082,FALSE,SIN,Asia Pacific,Singapore,16,9.21
47.74.16.255,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,78,9.21
47.74.26.131,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,80,9.21
8.222.255.15,2096,2096,TRUE,SIN,Asia Pacific,Singapore,91,9.21
8.219.196.117,443,443,TRUE,SIN,Asia Pacific,Singapore,152,9.2
8.219.153.44,2053,2053,TRUE,SIN,Asia Pacific,Singapore,127,9.19
8.222.223.34,8880,8880,FALSE,SIN,Asia Pacific,Singapore,4,9.19
47.74.23.99,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,246,9.19
8.218.22.210,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,66,9.19
8.219.198.34,8880,8880,FALSE,SIN,Asia Pacific,Singapore,125,9.19
8.218.181.189,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,41,9.18
8.222.138.164,2053,2053,TRUE,SIN,Asia Pacific,Singapore,114,9.18
8.219.1.92,2096,2096,TRUE,SIN,Asia Pacific,Singapore,33,9.18
8.219.194.170,2053,2053,TRUE,SIN,Asia Pacific,Singapore,126,9.17
8.219.242.208,8080,8080,FALSE,SIN,Asia Pacific,Singapore,21,9.17
8.219.220.122,2096,2096,TRUE,SIN,Asia Pacific,Singapore,75,9.17
47.245.118.197,8443,8443,TRUE,SIN,Asia Pacific,Singapore,20,9.17
8.219.198.34,2053,2053,TRUE,SIN,Asia Pacific,Singapore,132,9.17
8.222.212.116,2086,2086,FALSE,SIN,Asia Pacific,Singapore,5,9.17
47.74.37.50,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,163,9.16
47.74.5.99,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,154,9.16
8.219.0.162,2053,2053,TRUE,SIN,Asia Pacific,Singapore,83,9.16
47.91.25.66,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,199,9.16
8.222.184.198,2082,2082,FALSE,SIN,Asia Pacific,Singapore,4,9.15
8.219.63.193,2087,2087,TRUE,SIN,Asia Pacific,Singapore,65,9.15
47.91.10.228,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,88,9.15
8.219.213.84,2096,2096,TRUE,SIN,Asia Pacific,Singapore,143,9.15
8.219.248.47,8880,8880,FALSE,SIN,Asia Pacific,Singapore,14,9.15
8.219.249.148,2095,2095,FALSE,SIN,Asia Pacific,Singapore,7,9.15
8.217.250.5,80,80,FALSE,HKG,Asia Pacific,Hong Kong,54,9.15
8.219.107.135,80,80,FALSE,SIN,Asia Pacific,Singapore,14,9.15
47.242.174.27,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,70,9.15
47.245.37.89,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,171,9.14
47.236.184.14,80,80,FALSE,SIN,Asia Pacific,Singapore,125,9.14
47.236.169.236,2052,2052,FALSE,SIN,Asia Pacific,Singapore,9,9.14
8.219.195.47,2083,2083,TRUE,SIN,Asia Pacific,Singapore,191,9.14
8.219.1.92,2083,2083,TRUE,SIN,Asia Pacific,Singapore,47,9.14
8.219.178.9,8443,8443,TRUE,SIN,Asia Pacific,Singapore,68,9.13
47.91.17.102,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,180,9.13
47.74.8.238,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,255,9.13
47.236.176.144,2096,2096,TRUE,SIN,Asia Pacific,Singapore,59,9.13
8.219.43.243,2096,2096,TRUE,SIN,Asia Pacific,Singapore,81,9.13
47.74.27.151,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,172,9.12
47.236.11.84,8443,8443,TRUE,SIN,Asia Pacific,Singapore,38,9.12
8.222.224.162,8880,8880,FALSE,SIN,Asia Pacific,Singapore,9,9.12
8.222.190.225,2096,2096,TRUE,SIN,Asia Pacific,Singapore,13,9.12
47.74.11.251,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,173,9.12
8.219.247.203,2052,2052,FALSE,SIN,Asia Pacific,Singapore,32,9.12
8.219.209.14,2052,2052,FALSE,SIN,Asia Pacific,Singapore,9,9.12
8.219.126.240,2083,2083,TRUE,SIN,Asia Pacific,Singapore,89,9.11
8.219.210.226,2096,2096,TRUE,SIN,Asia Pacific,Singapore,199,9.11
8.218.174.118,443,443,TRUE,HKG,Asia Pacific,Hong Kong,72,9.11
8.219.53.222,2082,2082,FALSE,SIN,Asia Pacific,Singapore,4,9.11
8.219.251.81,2083,2083,TRUE,SIN,Asia Pacific,Singapore,113,9.11
8.219.101.72,8443,8443,TRUE,SIN,Asia Pacific,Singapore,133,9.11
8.219.173.239,8443,8443,TRUE,SIN,Asia Pacific,Singapore,154,9.11
47.236.165.25,2087,2087,TRUE,SIN,Asia Pacific,Singapore,139,9.11
47.236.144.156,2083,2083,TRUE,SIN,Asia Pacific,Singapore,85,9.11
8.222.167.147,2087,2087,TRUE,SIN,Asia Pacific,Singapore,86,9.1
8.219.195.47,8880,8880,FALSE,SIN,Asia Pacific,Singapore,28,9.1
47.74.13.200,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,166,9.1
47.91.2.5,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,136,9.1
47.74.54.33,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,241,9.1
47.74.15.80,80,80,FALSE,HKG,Asia Pacific,Hong Kong,167,9.1
8.218.119.115,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,59,9.1
8.219.1.92,2052,2052,FALSE,SIN,Asia Pacific,Singapore,11,9.1
8.219.174.142,80,80,FALSE,SIN,Asia Pacific,Singapore,3,9.09
47.91.2.5,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,77,9.09
47.91.21.127,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,73,9.09
47.245.13.93,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,187,9.09
8.219.213.133,2087,2087,TRUE,SIN,Asia Pacific,Singapore,86,9.09
47.74.34.38,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,150,9.08
8.219.140.63,2086,2086,FALSE,SIN,Asia Pacific,Singapore,6,9.08
47.74.46.84,2083,2083,TRUE,SIN,Asia Pacific,Singapore,211,9.08
8.219.40.37,2095,2095,FALSE,SIN,Asia Pacific,Singapore,25,9.08
47.74.22.171,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,177,9.08
47.236.173.200,2053,2053,TRUE,SIN,Asia Pacific,Singapore,89,9.08
47.91.16.214,8080,8080,FALSE,SIN,Asia Pacific,Singapore,141,9.08
47.242.176.237,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,70,9.08
47.74.5.99,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,136,9.07
8.222.236.229,443,443,TRUE,SIN,Asia Pacific,Singapore,100,9.07
8.219.73.21,2086,2086,FALSE,SIN,Asia Pacific,Singapore,27,9.07
47.245.42.162,2087,0,TRUE,HKG,Asia Pacific,Hong Kong,231,9.07
8.219.87.34,2096,2096,TRUE,SIN,Asia Pacific,Singapore,121,9.06
47.74.60.36,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,74,9.06
47.91.14.69,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,172,9.05
8.218.201.73,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,38,9.05
8.219.104.242,8443,8443,TRUE,SIN,Asia Pacific,Singapore,65,9.05
47.236.173.200,2082,2082,FALSE,SIN,Asia Pacific,Singapore,9,9.05
8.219.170.223,2083,2083,TRUE,SIN,Asia Pacific,Singapore,113,9.05
47.91.3.135,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,178,9.04
8.222.255.15,2053,2053,TRUE,SIN,Asia Pacific,Singapore,110,9.04
47.74.13.66,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,224,9.04
8.219.60.68,2053,2053,TRUE,SIN,Asia Pacific,Singapore,59,9.04
8.219.228.186,2052,2052,FALSE,SIN,Asia Pacific,Singapore,18,9.03
8.219.141.174,2087,2087,TRUE,SIN,Asia Pacific,Singapore,134,9.03
8.222.154.227,2087,2087,TRUE,SIN,Asia Pacific,Singapore,131,9.03
47.74.54.33,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,211,9.03
8.222.154.50,2087,2087,TRUE,SIN,Asia Pacific,Singapore,106,9.03
47.74.11.251,2052,2052,FALSE,LAX,North America,Los Angeles,177,9.03
47.236.145.180,8880,8880,FALSE,SIN,Asia Pacific,Singapore,15,9.03
8.222.140.185,2096,2096,TRUE,SIN,Asia Pacific,Singapore,4,9.03
8.219.208.69,80,80,FALSE,SIN,Asia Pacific,Singapore,16,9.02
8.219.142.229,443,443,TRUE,SIN,Asia Pacific,Singapore,59,9.02
8.222.223.34,2086,2086,FALSE,SIN,Asia Pacific,Singapore,3,9.01
8.219.60.68,8443,8443,TRUE,SIN,Asia Pacific,Singapore,163,9.01
8.218.204.128,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,42,9.01
8.219.51.211,8443,8443,TRUE,SIN,Asia Pacific,Singapore,91,9.01
47.74.15.117,2052,2052,FALSE,SIN,Asia Pacific,Singapore,165,9.01
8.219.140.229,443,443,TRUE,SIN,Asia Pacific,Singapore,119,9.01
47.236.169.236,2087,2087,TRUE,SIN,Asia Pacific,Singapore,59,9
47.74.43.24,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,179,9
47.74.50.249,8443,8443,TRUE,SIN,Asia Pacific,Singapore,206,9
8.219.240.160,443,443,TRUE,SIN,Asia Pacific,Singapore,123,9
8.219.151.193,8080,0,FALSE,SIN,Asia Pacific,Singapore,5,9
47.74.26.196,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,242,9
8.219.245.187,443,443,TRUE,SIN,Asia Pacific,Singapore,189,9
8.219.248.170,2095,2095,FALSE,SIN,Asia Pacific,Singapore,16,9
8.219.87.34,2086,2086,FALSE,SIN,Asia Pacific,Singapore,11,8.99
47.236.144.156,8080,8080,FALSE,SIN,Asia Pacific,Singapore,11,8.99
8.219.195.47,2096,2096,TRUE,SIN,Asia Pacific,Singapore,144,8.99
47.74.41.87,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,123,8.99
47.242.171.94,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,39,8.98
8.219.201.174,2082,2082,FALSE,SIN,Asia Pacific,Singapore,27,8.98
8.219.237.250,80,80,FALSE,SIN,Asia Pacific,Singapore,29,8.98
8.222.252.150,8880,8880,FALSE,SIN,Asia Pacific,Singapore,8,8.97
8.222.224.163,2086,2086,FALSE,SIN,Asia Pacific,Singapore,5,8.97
8.219.173.195,8080,8080,FALSE,SIN,Asia Pacific,Singapore,22,8.97
47.74.44.15,80,80,FALSE,HKG,Asia Pacific,Hong Kong,181,8.97
47.236.165.25,8443,8443,TRUE,SIN,Asia Pacific,Singapore,68,8.97
8.222.208.83,2082,2082,FALSE,SIN,Asia Pacific,Singapore,4,8.97
47.74.10.135,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,190,8.97
8.222.136.247,2087,2087,TRUE,SIN,Asia Pacific,Singapore,94,8.97
47.74.40.13,2053,2053,TRUE,SIN,Asia Pacific,Singapore,203,8.96
47.91.14.69,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,181,8.96
47.74.39.194,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,162,8.96
8.219.103.65,2083,2083,TRUE,SIN,Asia Pacific,Singapore,97,8.96
47.236.172.41,8880,8880,FALSE,SIN,Asia Pacific,Singapore,39,8.96
47.242.155.183,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,49,8.95
8.218.11.90,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,70,8.95
8.222.229.22,2095,2095,FALSE,SIN,Asia Pacific,Singapore,5,8.95
8.222.211.16,2083,2083,TRUE,SIN,Asia Pacific,Singapore,134,8.95
47.91.2.5,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,106,8.94
47.236.15.73,2053,2053,TRUE,SIN,Asia Pacific,Singapore,60,8.94
8.210.107.246,80,80,FALSE,HKG,Asia Pacific,Hong Kong,45,8.94
8.219.77.222,2086,2086,FALSE,SIN,Asia Pacific,Singapore,60,8.94
8.222.197.251,2083,2083,TRUE,SIN,Asia Pacific,Singapore,104,8.94
47.74.11.219,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,82,8.94
8.219.86.200,2095,2095,FALSE,SIN,Asia Pacific,Singapore,37,8.94
47.236.145.180,8080,8080,FALSE,SIN,Asia Pacific,Singapore,73,8.93
47.91.3.179,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,143,8.93
47.76.80.72,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,45,8.93
47.245.105.224,2096,2096,TRUE,SIN,Asia Pacific,Singapore,4,8.93
8.222.227.191,8443,8443,TRUE,SIN,Asia Pacific,Singapore,57,8.93
47.74.18.121,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,171,8.92
8.219.210.226,2087,2087,TRUE,SIN,Asia Pacific,Singapore,102,8.92
8.222.252.150,80,80,FALSE,SIN,Asia Pacific,Singapore,5,8.92
8.219.210.64,443,443,TRUE,SIN,Asia Pacific,Singapore,71,8.92
47.236.123.133,2083,2083,TRUE,SIN,Asia Pacific,Singapore,83,8.91
8.219.193.22,2087,2087,TRUE,SIN,Asia Pacific,Singapore,122,8.91
8.219.195.47,2086,2086,FALSE,SIN,Asia Pacific,Singapore,51,8.91
47.74.9.174,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,94,8.91
8.217.250.5,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,62,8.91
47.74.9.174,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,71,8.9
47.74.13.94,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,85,8.9
8.219.40.37,2082,2082,FALSE,SIN,Asia Pacific,Singapore,20,8.9
47.245.108.213,2082,2082,FALSE,SIN,Asia Pacific,Singapore,16,8.9
8.219.93.5,2096,2096,TRUE,SIN,Asia Pacific,Singapore,98,8.9
47.74.9.174,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,215,8.9
